timestamp,active_nodes,error_nodes,CPU%,network_latency,BF,TPS,fork_rate,orphaned_blocks,consensus
2026-05-03T11:24:16.522149,20,2,35.98,0.0092,0.0465,1.3499,0.0455,1,PoW
2026-05-03T11:24:59.471759,22,0,62.21,0.0101,0.0912,2.1893,0.0,2,PoW
2026-05-03T11:25:42.758900,22,0,0.23,0.0113,0.0899,1.8436,0.0,0,PoW
2026-05-03T11:26:26.204963,1,21,1.19,0.0109,0.0927,1.9229,0.0,1,PoW
2026-05-03T11:27:09.179775,1,21,607.17,0.0102,0.0931,3.0474,0.0,1,PoW
2026-05-03T11:27:52.429610,22,0,10.35,0.0098,0.0465,2.2079,0.0,1,PoW
2026-05-03T11:28:35.063562,22,0,23.67,0.0122,0.0975,2.3257,0.0,1,PoW
2026-05-03T11:29:18.812823,22,0,365.76,0.0103,0.0698,1.164,0.0,1,PoW
2026-05-03T11:30:02.618388,22,0,863.35,0.0357,0.0853,3.2464,0.0,0,PoW
2026-05-03T11:30:46.050308,22,0,0.28,0.0132,0.0898,3.6393,0.0,0,PoW
2026-05-03T11:31:28.180131,22,0,32.45,0.0257,0.0789,1.2452,0.0,0,PoW
2026-05-03T11:32:11.208601,5,17,0.32,0.0127,0.0929,1.8113,0.0,0,PoW
2026-05-03T11:32:54.313810,21,1,165.61,0.0152,0.0621,2.7858,0.0,0,PoW
2026-05-03T11:33:37.313672,21,1,84.2,0.0129,0.0673,2.4123,0.0,0,PoW
2026-05-03T11:34:19.725527,22,0,35.32,0.0106,0.0695,1.5294,0.0,1,PoW
2026-05-03T11:35:02.334702,22,0,648.53,0.0125,0.0698,1.0473,0.0,3,PoW
2026-05-03T11:35:45.318296,22,0,403.14,0.0096,0.0697,0.9529,0.0,1,PoW
2026-05-03T11:36:28.906597,21,1,87.26,0.0091,0.0697,1.139,0.0,0,PoW
2026-05-03T11:37:12.068059,21,1,576.56,0.0098,0.0931,2.1649,0.0,2,PoW
2026-05-03T11:37:55.063968,22,0,274.24,0.0099,0.0875,2.2463,0.0,0,PoW
2026-05-03T11:38:38.852171,22,0,0.94,0.0101,0.0931,2.5355,0.0,0,PoW
2026-05-03T11:39:21.248598,21,1,351.68,0.0106,0.0233,2.3258,0.0909,0,PoW
2026-05-03T11:40:03.726978,22,0,642.72,0.0106,0.0683,2.9558,0.0,2,PoW
2026-05-03T11:40:46.652277,21,1,185.06,0.0107,0.0698,3.1395,0.0455,0,PoW
2026-05-03T11:41:30.546773,22,0,778.56,0.0145,0.0693,1.8013,0.0,0,PoW
2026-05-03T11:42:13.997290,22,0,276.28,0.012,0.0675,2.193,0.0,0,PoW
2026-05-03T11:42:57.898597,22,0,65.27,0.0095,0.0931,2.6982,0.0,0,PoW
2026-05-03T11:43:40.568912,21,1,398.69,0.0143,0.0688,1.6523,0.0,1,PoW
2026-05-03T11:44:24.000384,21,1,0.24,0.0095,0.0679,2.404,0.0,3,PoW
2026-05-03T11:45:07.726878,21,1,74.1,0.0079,0.0663,1.7439,0.0,2,PoW
2026-05-03T11:45:50.389301,22,0,592.16,0.0108,0.0904,2.9212,0.0,2,PoW
2026-05-03T11:46:33.136504,22,0,781.0,0.0096,0.0926,1.6209,0.0,0,PoW
2026-05-03T11:47:16.566881,4,18,168.27,0.0156,0.0931,3.1638,0.0,0,PoW
2026-05-03T11:47:58.643449,21,1,462.35,0.0095,0.0694,1.5043,0.0,1,PoW
2026-05-03T11:48:41.969275,2,20,189.12,0.0103,0.0233,2.3723,0.0,1,PoW
2026-05-03T11:49:25.194423,1,21,813.87,0.0234,0.0463,2.7178,0.0,5,PoW
2026-05-03T11:50:08.457439,22,0,690.1,0.0097,0.0442,2.9053,0.0,3,PoW
2026-05-03T11:50:51.423070,22,0,34.38,0.0111,0.0919,3.4936,0.0,0,PoW
2026-05-03T11:51:33.990739,9,13,98.31,0.0145,0.0698,1.0007,0.0,1,PoW
2026-05-03T11:52:17.177138,21,1,269.6,0.0095,0.0665,1.1307,0.0455,0,PoW
2026-05-03T11:52:59.327378,21,1,605.45,0.0097,0.0465,2.9303,0.0,3,PoW
2026-05-03T11:53:43.145466,1,21,264.71,0.0105,0.0931,1.9541,0.0,1,PoW
2026-05-03T11:54:26.389877,17,5,43.55,0.0128,0.0466,1.0009,0.0455,4,PoW
2026-05-03T11:55:09.142930,8,14,375.34,0.0144,0.0921,1.6112,0.0,6,PoW
2026-05-03T11:55:51.471488,21,1,342.25,0.0095,0.069,1.1736,0.0455,0,PoW
2026-05-03T11:56:34.497543,16,6,38.83,0.0168,0.0628,1.6697,0.0,2,PoW
2026-05-03T11:57:17.927253,22,0,64.27,0.0081,0.0692,1.3833,0.0,2,PoW
2026-05-03T11:58:00.659865,22,0,708.32,0.0099,0.093,2.5332,0.0,0,PoW
2026-05-03T11:58:44.318920,22,0,10.67,0.0094,0.0632,1.0255,0.0,0,PoW
2026-05-03T11:59:26.587965,22,0,154.46,0.013,0.0698,1.5346,0.0,2,PoW
2026-05-03T12:00:10.138758,22,0,48.41,0.0094,0.0691,3.7604,0.0,0,PoW
2026-05-03T12:00:53.489764,22,0,505.72,0.011,0.0704,1.4784,0.0,1,PoW
2026-05-03T12:01:37.303633,22,0,302.12,0.0094,0.0929,1.3234,0.0,0,PoW
2026-05-03T12:02:19.441325,1,21,859.6,0.0096,0.0925,2.6411,0.0,0,PoW
2026-05-03T12:03:02.069640,18,4,2.79,0.0197,0.0671,3.3424,0.0,0,PoW
2026-05-03T12:03:44.566526,1,21,0.4,0.0098,0.0461,3.8533,0.0,0,PoW
2026-05-03T12:04:28.187420,22,0,138.83,0.0187,0.0698,2.4424,0.0,2,PoW
