timestamp,active_nodes,error_nodes,CPU%,network_latency,BF,TPS,fork_rate,orphaned_blocks,consensus
2026-04-27T14:52:47.828405,22,0,0.29,0.0109,0.0933,3.1945,0.0,0,PoS
2026-04-27T14:53:31.154102,22,0,0.3,0.0093,0.0933,3.2422,0.0,0,PoS
2026-04-27T14:54:14.030983,22,0,0.27,0.0096,0.0933,2.9861,0.0,0,PoS
2026-04-27T14:54:56.609556,22,0,20.7,0.0099,0.0933,3.3114,0.0,0,PoS
2026-04-27T14:55:39.752354,21,1,73.34,0.0093,0.0966,2.7285,0.0,0,PoS
2026-04-27T14:56:23.055313,22,0,0.39,0.0091,0.0933,3.3823,0.0,0,PoS
2026-04-27T14:57:05.341602,22,0,3.04,0.0089,0.0933,2.9385,0.0,0,PoS
2026-04-27T14:57:47.771096,22,0,706.44,0.0082,0.0913,3.3791,0.0,0,PoS
2026-04-27T14:58:31.490696,22,0,1.97,0.0097,0.0932,2.5168,0.0,0,PoS
2026-04-27T14:59:13.751666,21,1,44.5,0.0101,0.0932,3.6324,0.0,0,PoA
2026-04-27T14:59:56.129309,22,0,2.95,0.0092,0.0931,1.515,0.0,0,PoA
2026-04-27T15:00:38.221089,22,0,2.76,0.0105,0.0933,2.242,0.0,0,PoA
2026-04-27T15:01:21.550185,22,0,0.78,0.0095,0.0933,3.0314,0.0,0,PoS
2026-04-27T15:02:03.716734,22,0,25.67,0.0101,0.0933,1.3561,0.0,0,PoS
2026-04-27T15:02:45.987670,22,0,16.0,0.0093,0.0932,4.1208,0.0,0,PoS
2026-04-27T15:03:28.239398,22,0,1.06,0.0094,0.1165,3.518,0.0,0,PoS
2026-04-27T15:04:11.949418,22,0,253.26,0.0099,0.0699,2.0981,0.0,0,PoW
2026-04-27T15:04:55.332678,21,1,333.77,0.0103,0.0933,1.4021,0.0,0,PoW
2026-04-27T15:05:38.067480,22,0,442.92,0.0105,0.0999,2.0517,0.0,0,PoW
2026-04-27T15:06:21.095622,22,0,215.29,0.0088,0.1133,3.4991,0.0,0,PoS
2026-04-27T15:07:04.177650,22,0,24.11,0.0103,0.1233,4.6115,0.0,0,PoS
2026-04-27T15:07:46.784288,22,0,56.77,0.0102,0.1132,3.3546,0.0,0,PoS
2026-04-27T15:08:30.291706,22,0,0.32,0.0099,0.1165,4.9352,0.0,0,PoS
2026-04-27T15:09:13.731463,22,0,0.69,0.0098,0.1232,3.9337,0.0,0,PoS
2026-04-27T15:09:56.801773,22,0,0.24,0.0097,0.1133,3.6088,0.0,0,PoS
2026-04-27T15:10:38.864554,22,0,4.94,0.0103,0.0933,2.6344,0.0,0,PoS
