timestamp,active_nodes,error_nodes,CPU%,network_latency,BF,TPS,fork_rate,orphaned_blocks,consensus
2026-04-23T14:24:37.117263,1,21,0.29,0.0106,0.1603,5.8181,0.0,0,PoA
2026-04-23T14:25:20.405177,22,0,43.36,0.0116,0.1864,5.802,0.0,0,PoA
2026-04-23T14:26:03.910694,22,0,55.78,0.0124,0.1865,5.851,0.0,0,PoA
2026-04-23T14:26:47.688638,22,0,437.39,0.0118,0.1632,5.4091,0.0,0,PoA
2026-04-23T14:27:29.794181,22,0,18.02,0.0098,0.1865,4.8019,0.0,0,PoA
2026-04-23T14:28:12.072954,22,0,84.13,0.0115,0.1859,6.9243,0.0,0,PoA
2026-04-23T14:28:54.120044,22,0,18.28,0.0103,0.1858,5.7817,0.0,0,PoA
2026-04-23T14:29:37.269944,22,0,558.1,0.0114,0.1865,5.2683,0.0,0,PoA
2026-04-23T14:30:20.454501,1,21,1641.09,0.0106,0.2098,5.9217,0.0,0,PoA
2026-04-23T14:31:04.187031,22,0,16.96,0.0106,0.1865,6.0368,0.0,0,PoA
2026-04-23T14:31:47.442969,22,0,693.26,0.0099,0.1866,5.0383,0.0,0,PoA
2026-04-23T14:32:29.500135,21,1,347.76,0.0094,0.2099,8.2795,0.0,0,PoA
2026-04-23T14:33:12.734254,22,0,237.28,0.0113,0.0932,2.4934,0.0,0,PoA
2026-04-23T14:33:56.002294,21,1,515.85,0.012,0.2079,5.8894,0.0,0,PoA
2026-04-23T14:34:39.734505,5,17,0.42,0.0921,0.1865,4.8254,0.0,0,PoA
2026-04-23T14:35:22.397510,22,0,22.83,0.01,0.0393,1.3867,0.0,0,PoA
2026-04-23T14:36:04.470415,1,21,508.06,0.0104,0.206,4.348,0.0,0,PoA
2026-04-23T14:36:46.974667,3,19,531.42,0.0967,0.1848,4.6664,0.0,0,PoA
2026-04-23T14:37:29.026699,22,0,485.04,0.0095,0.1631,3.1217,0.0,0,PoA
2026-04-23T14:38:12.236256,22,0,1260.92,0.0099,0.1791,3.7158,0.0,0,PoA
2026-04-23T14:38:54.947188,22,0,1232.32,0.0109,0.185,4.2322,0.0,0,PoA
2026-04-23T14:39:37.614538,22,0,264.74,0.0105,0.1866,3.3124,0.0,0,PoA
2026-04-23T14:40:21.509122,1,21,34.98,0.096,0.1865,3.4509,0.0,0,PoA
2026-04-23T14:41:04.912755,9,13,553.31,0.0277,0.1807,3.9086,0.0,0,PoA
2026-04-23T14:41:48.198440,22,0,821.66,0.0096,0.1816,4.1305,0.0,0,PoA
2026-04-23T14:42:30.754302,21,1,1320.47,0.0092,0.2066,4.5915,0.0,0,PoA
2026-04-23T14:43:14.123677,21,1,1610.91,0.0105,0.1845,4.4731,0.0,0,PoA
2026-04-23T14:43:57.173055,19,3,28.99,0.0177,0.1827,4.4306,0.0,0,PoA
2026-04-23T14:44:39.429876,22,0,1384.28,0.0107,0.1863,3.4465,0.0,0,PoA
2026-04-23T14:45:21.733998,21,1,125.17,0.0471,0.1865,4.7331,0.0,0,PoA
2026-04-23T14:46:04.657872,21,1,883.86,0.0095,0.183,3.7524,0.0,0,PoA
2026-04-23T14:46:48.310524,1,21,258.93,0.0835,0.1813,3.6489,0.0,0,PoA
2026-04-23T14:47:31.712549,22,0,1256.29,0.0128,0.1827,3.3341,0.0,0,PoA
2026-04-23T14:48:14.813432,3,19,131.03,0.0368,0.1865,4.3601,0.0,0,PoA
2026-04-23T14:48:57.114291,18,4,1035.85,0.025,0.1826,4.0634,0.0,0,PoA
2026-04-23T14:49:40.915766,12,10,1215.1,0.0253,0.1856,4.5695,0.0,0,PoA
2026-04-23T14:50:23.850772,22,0,851.91,0.0088,0.1857,3.6206,0.0,0,PoA
2026-04-23T14:51:06.541003,4,18,502.95,0.0565,0.1864,4.3105,0.0,0,PoA
2026-04-23T14:51:49.014975,17,5,125.87,0.0315,0.1849,4.0438,0.0,0,PoA
2026-04-23T14:52:31.358757,22,0,501.33,0.0094,0.1858,4.9231,0.0,0,PoA
2026-04-23T14:53:15.247844,17,5,125.29,0.0234,0.1867,4.1064,0.0,0,PoA
2026-04-23T14:53:58.543445,16,6,0.51,0.0964,0.1859,3.5562,0.0,0,PoA
2026-04-23T14:54:40.827985,21,1,0.52,0.095,0.1834,3.3006,0.0,0,PoA
2026-04-23T14:55:24.240075,21,1,0.82,0.0187,0.1835,3.2564,0.0,0,PoA
2026-04-23T14:56:07.784260,21,1,11.06,0.0104,0.1862,3.2361,0.0,0,PoA
2026-04-23T14:56:50.129105,17,5,235.39,0.028,0.1865,3.7532,0.0,0,PoA
2026-04-23T14:57:33.176611,11,11,1249.65,0.0367,0.1859,4.3696,0.0,0,PoA
2026-04-23T14:58:16.035192,17,5,255.34,0.1008,0.1851,3.5176,0.0,0,PoA
2026-04-23T14:58:58.878805,17,5,821.46,0.0803,0.183,3.5235,0.0,0,PoA
2026-04-23T14:59:41.746926,22,0,1825.5,0.013,0.1846,3.0224,0.0,0,PoA
2026-04-23T15:00:24.417793,17,5,200.31,0.0915,0.1865,3.7526,0.0,0,PoA
2026-04-23T15:01:06.943443,13,9,105.15,0.0464,0.1839,2.9427,0.0,0,PoA
2026-04-23T15:01:49.211682,17,5,152.48,0.0656,0.1856,3.3867,0.0,0,PoA
2026-04-23T15:02:32.885829,21,1,542.96,0.0212,0.1845,3.1832,0.0,0,PoA
2026-04-23T15:03:16.783249,2,20,596.38,0.1662,0.1863,4.7052,0.0,0,PoA
2026-04-23T15:03:59.024777,13,9,201.39,0.0847,0.1813,3.9433,0.0,0,PoA
2026-04-23T15:04:41.679382,12,10,1463.06,0.031,0.1846,3.1381,0.0,0,PoA
2026-04-23T15:05:24.342679,1,21,167.73,0.1405,0.1854,4.4042,0.0,0,PoA
2026-04-23T15:06:07.677787,20,2,7.89,0.0615,0.1808,3.4585,0.0,0,PoA
2026-04-23T15:06:51.324156,18,4,272.13,0.0702,0.1848,3.2793,0.0,0,PoA
2026-04-23T15:07:34.513376,22,0,724.13,0.0088,0.1857,4.3182,0.0,0,PoA
2026-04-23T15:08:18.051934,16,6,456.45,0.0475,0.1866,4.2229,0.0,0,PoA
2026-04-23T15:09:00.945791,14,8,1222.78,0.1073,0.1855,2.8527,0.0,0,PoA
