timestamp,active_nodes,error_nodes,CPU%,network_latency,BF,TPS,fork_rate,orphaned_blocks,consensus
2026-05-05T08:25:55.875085,1,21,6.25,0.0097,0.0933,3.3363,0.0,0,DBFT
2026-05-05T08:26:38.989385,22,0,0.27,0.0104,0.0933,3.4527,0.0,0,DBFT
2026-05-05T08:27:21.979084,22,0,0.41,0.0131,0.0932,3.1704,0.0,0,DBFT
2026-05-05T08:28:04.720317,22,0,46.87,0.0104,0.0923,3.5298,0.0,0,DBFT
2026-05-05T08:28:47.482456,1,21,8.99,0.0086,0.1166,5.0151,0.0,0,DBFT
2026-05-05T08:29:30.242510,22,0,0.3,0.0113,0.0933,2.9165,0.0,0,DBFT
2026-05-05T08:30:13.686104,22,0,21.55,0.0114,0.0933,3.4523,0.0,0,DBFT
2026-05-05T08:30:56.662836,22,0,68.24,0.0089,0.0933,2.6355,0.0,0,DBFT
2026-05-05T08:31:38.780899,22,0,99.68,0.0103,0.0933,2.6134,0.0,0,DBFT
2026-05-05T08:32:21.552198,22,0,14.43,0.01,0.0933,2.5664,0.0,0,DBFT
2026-05-05T08:33:04.448385,22,0,132.2,0.0106,0.0932,3.2145,0.0,0,DBFT
2026-05-05T08:33:48.097704,22,0,324.58,0.0085,0.0932,3.473,0.0,0,DBFT
2026-05-05T08:34:31.536426,16,6,3.62,0.2434,0.1166,3.7788,0.0,0,DBFT
2026-05-05T08:35:14.752809,1,21,20.22,0.0089,0.1162,4.275,0.0,0,DBFT
2026-05-05T08:35:57.676721,22,0,1.08,0.0095,0.0933,2.8449,0.0,0,DBFT
2026-05-05T08:36:40.998837,22,0,0.39,0.0101,0.0933,2.6125,0.0,0,DBFT
2026-05-05T08:37:24.554946,22,0,0.41,0.0113,0.0933,2.5428,0.0,0,DBFT
2026-05-05T08:38:08.153166,22,0,27.84,0.0092,0.0932,2.867,0.0,0,DBFT
2026-05-05T08:38:52.013992,22,0,453.52,0.0089,0.0933,2.6131,0.0,0,DBFT
2026-05-05T08:39:35.743422,22,0,0.36,0.0105,0.1166,4.1744,0.0,0,DBFT
2026-05-05T08:40:19.328287,22,0,0.33,0.0077,0.0933,2.7053,0.0,0,DBFT
2026-05-05T08:41:02.149394,22,0,0.4,0.01,0.0933,3.4296,0.0,0,DBFT
2026-05-05T08:41:44.207625,22,0,32.07,0.0092,0.0933,2.9391,0.0,0,DBFT
2026-05-05T08:42:27.697539,1,21,25.81,0.0107,0.1164,4.4471,0.0,0,DBFT
2026-05-05T08:43:10.454193,22,0,1.12,0.0105,0.0933,2.7994,0.0,0,DBFT
2026-05-05T08:43:53.112042,22,0,10.39,0.0105,0.0939,3.0294,0.0,0,DBFT
2026-05-05T08:44:36.808943,21,1,1.18,0.0112,0.1166,3.9868,0.0,0,DBFT
2026-05-05T08:45:19.604464,22,0,89.35,0.0097,0.0933,3.171,0.0,0,DBFT
2026-05-05T08:46:02.753011,22,0,24.44,0.011,0.0933,2.6357,0.0,0,DBFT
2026-05-05T08:46:46.121491,22,0,64.35,0.0095,0.0933,3.5935,0.0,0,DBFT
2026-05-05T08:47:29.080077,22,0,432.44,0.0095,0.0933,2.9858,0.0,0,DBFT
2026-05-05T08:48:11.543417,22,0,222.78,0.0096,0.0933,3.0098,0.0,0,DBFT
2026-05-05T08:48:55.461603,22,0,1.13,0.0257,0.1166,3.1026,0.0,0,DBFT
2026-05-05T08:49:37.605460,22,0,4.51,0.0082,0.0929,2.6945,0.0,0,DBFT
2026-05-05T08:50:20.244115,22,0,75.81,0.0092,0.0933,2.1466,0.0,0,DBFT
2026-05-05T08:51:02.910174,22,0,32.33,0.0101,0.0933,2.1932,0.0,0,DBFT
